# joint_log_example.csv -- reference format for actuator_eval envelopes
# robot=arm-004 joint=elbow fw=rs-fw-1.4.2 rate=1000Hz captured=2026-07-28T09:14:00Z
# units: t_s=s  q_rad=rad  qd_rad_s=rad/s  tau_Nm=N.m  (all joint-referred)
t_s,q_rad,qd_rad_s,tau_Nm
6.3590,0.593233,4.84485,-1.50801
6.3600,0.598087,4.85410,-1.50424
6.3610,0.602951,4.86332,-1.56192
6.3620,0.607823,4.87250,-1.51861
6.3630,0.612705,4.88165,-1.85104
6.3640,0.617596,4.89077,-1.78087
6.3650,0.622495,4.89985,-1.66346
6.3660,0.627404,4.90890,-1.56154
6.3670,0.632322,4.91791,-1.64731
6.3680,0.637249,4.92690,-1.58390
6.3690,0.642185,4.93584,-1.42731
6.3700,0.647130,4.94476,-1.55492
6.3710,0.652083,4.95364,-1.50028
6.3720,0.657046,4.96248,-1.44002
6.3730,0.662017,4.97130,-1.50117
6.3740,0.666997,4.98007,-1.58302
6.3750,0.671986,4.98882,-1.54763
6.3760,0.676984,4.99753,-1.40409
6.3770,0.681990,5.00620,-1.34331
6.3780,0.687005,5.01484,-1.58777
6.3790,0.692028,5.02345,-1.31891
6.3800,0.697060,5.03202,-1.50645
6.3810,0.702101,5.04056,-1.53247
6.3820,0.707150,5.04906,-1.59700
6.3830,0.712207,5.05753,-1.49283
6.3840,0.717273,5.06597,-1.45652
6.3850,0.722348,5.07437,-1.50091
6.3860,0.727430,5.08273,-1.21738
6.3870,0.732521,5.09106,-1.34185
6.3880,0.737621,5.09936,-1.33740
6.3890,0.742728,5.10762,-1.36852
6.3900,0.747844,5.11584,-1.51428
6.3910,0.752968,5.12403,-1.46958
6.3920,0.758100,5.13219,-1.34639
6.3930,0.763241,5.14031,-1.47442
6.3940,0.768389,5.14839,-1.44715
6.3950,0.773545,5.15644,-1.41932
6.3960,0.778710,5.16445,-1.40434
6.3970,0.783882,5.17243,-1.26892
6.3980,0.789063,5.18037,-1.40959
6.3990,0.794251,5.18828,-1.37212
6.4000,0.799447,5.19615,-1.39682
6.4010,0.804651,5.20399,-1.40823
6.4020,0.809863,5.21179,-1.31065
6.4030,0.815082,5.21955,-1.24627
6.4040,0.820310,5.22728,-1.14330
6.4050,0.825545,5.23498,-1.29421
6.4060,0.830787,5.24263,-1.26781
6.4070,0.836038,5.25025,-1.24731
6.4080,0.841295,5.25784,-1.23950
6.4090,0.846561,5.26539,-1.34262
6.4100,0.851834,5.27290,-1.00604
6.4110,0.857114,5.28038,-1.26949
6.4120,0.862402,5.28782,-1.21654
6.4130,0.867697,5.29523,-1.25120
6.4140,0.873000,5.30259,-1.08173
6.4150,0.878310,5.30993,-1.22284
6.4160,0.883627,5.31722,-1.17861
6.4170,0.888951,5.32448,-1.14159
6.4180,0.894283,5.33170,-1.08425
6.4190,0.899622,5.33889,-1.16681
6.4200,0.904968,5.34604,-1.10103
6.4210,0.910321,5.35315,-1.18256
6.4220,0.915681,5.36023,-1.10087
6.4230,0.921049,5.36727,-1.03610
6.4240,0.926423,5.37427,-0.94448
6.4250,0.931804,5.38124,-0.98394
6.4260,0.937192,5.38817,-0.88931
6.4270,0.942587,5.39506,-0.84676
6.4280,0.947989,5.40191,-1.12836
6.4290,0.953398,5.40873,-0.94594
6.4300,0.958814,5.41551,-0.79334
6.4310,0.964236,5.42226,-0.93580
6.4320,0.969665,5.42896,-0.87321
6.4330,0.975100,5.43563,-0.84886
6.4340,0.980543,5.44226,-0.99117
6.4350,0.985992,5.44886,-0.56786
6.4360,0.991447,5.45542,-0.80913
6.4370,0.996909,5.46194,-0.76322
6.4380,1.002377,5.46842,-0.80555
6.4390,1.007852,5.47486,-0.92195
6.4400,1.013333,5.48127,-0.89427
6.4410,1.018821,5.48764,-0.96219
6.4420,1.024315,5.49398,-0.87184
6.4430,1.029815,5.50027,-0.68974
6.4440,1.035322,5.50653,-0.83593
6.4450,1.040835,5.51275,-0.62056
6.4460,1.046354,5.51893,-0.71514
6.4470,1.051879,5.52507,-0.94551
6.4480,1.057410,5.53118,-0.75777
6.4490,1.062947,5.53725,-0.63573
6.4500,1.068490,5.54328,-0.82701
6.4510,1.074040,5.54927,-0.73185
6.4520,1.079595,5.55522,-0.67887
6.4530,1.085156,5.56114,-0.70025
6.4540,1.090723,5.56702,-0.67483
6.4550,1.096296,5.57286,-0.56717
6.4560,1.101875,5.57866,-0.62564
6.4570,1.107459,5.58442,-0.59440
6.4580,1.113049,5.59015,-0.59168
6.4590,1.118645,5.59583,-0.71918
6.4600,1.124246,5.60148,-0.62079
6.4610,1.129853,5.60709,-0.56775
6.4620,1.135466,5.61266,-0.49153
6.4630,1.141084,5.61820,-0.66108
6.4640,1.146708,5.62369,-0.47334
6.4650,1.152337,5.62915,-0.54088
6.4660,1.157972,5.63457,-0.69437
6.4670,1.163612,5.63994,-0.39069
6.4680,1.169257,5.64528,-0.40549
6.4690,1.174908,5.65059,-0.28801
6.4700,1.180563,5.65585,-0.37798
6.4710,1.186224,5.66107,-0.29055
6.4720,1.191891,5.66626,-0.39481
6.4730,1.197562,5.67140,-0.27752
6.4740,1.203239,5.67651,-0.42984
6.4750,1.208920,5.68158,-0.29484
6.4760,1.214607,5.68661,-0.21781
6.4770,1.220298,5.69160,-0.28776
6.4780,1.225995,5.69655,-0.28111
6.4790,1.231696,5.70147,-0.31434
6.4800,1.237403,5.70634,-0.25413
6.4810,1.243114,5.71117,-0.25938
6.4820,1.248830,5.71597,-0.12462
6.4830,1.254551,5.72073,-0.09745
6.4840,1.260276,5.72544,-0.11202
6.4850,1.266006,5.73012,-0.40334
6.4860,1.271741,5.73476,0.00792
6.4870,1.277480,5.73936,-0.06255
6.4880,1.283224,5.74392,-0.05803
6.4890,1.288973,5.74844,-0.28745
6.4900,1.294726,5.75292,-0.10813
6.4910,1.300483,5.75736,-0.01874
6.4920,1.306245,5.76176,0.07905
6.4930,1.312011,5.76612,-0.01604
6.4940,1.317781,5.77045,-0.04255
6.4950,1.323556,5.77473,0.05295
6.4960,1.329335,5.77898,-0.05716
6.4970,1.335118,5.78318,-0.06458
6.4980,1.340906,5.78734,0.04854
6.4990,1.346697,5.79147,0.12975
6.5000,1.352493,5.79555,0.06363
6.5010,1.358292,5.79960,0.18607
6.5020,1.364096,5.80361,0.23278
6.5030,1.369903,5.80757,0.30268
6.5040,1.375715,5.81150,0.11304
6.5050,1.381530,5.81539,0.15093
6.5060,1.387349,5.81923,0.26451
6.5070,1.393173,5.82304,0.12702
6.5080,1.398999,5.82681,0.38830
6.5090,1.404830,5.83053,0.29979
6.5100,1.410664,5.83422,0.35420
6.5110,1.416502,5.83787,0.24583
6.5120,1.422343,5.84147,0.24204
6.5130,1.428188,5.84504,0.31244
6.5140,1.434037,5.84857,0.31820
6.5150,1.439889,5.85205,0.36686
6.5160,1.445745,5.85550,0.43935
6.5170,1.451603,5.85891,0.31828
6.5180,1.457466,5.86227,0.48120
6.5190,1.463331,5.86560,0.63901
6.5200,1.469200,5.86889,0.55820
6.5210,1.475072,5.87213,0.47379
6.5220,1.480948,5.87534,0.47998
6.5230,1.486826,5.87850,0.52208
6.5240,1.492708,5.88163,0.68838
6.5250,1.498593,5.88471,0.55187
6.5260,1.504480,5.88776,0.63716
6.5270,1.510371,5.89076,0.65020
6.5280,1.516265,5.89372,0.43018
6.5290,1.522161,5.89665,0.59203
6.5300,1.528061,5.89953,0.54197
6.5310,1.533963,5.90237,0.62979
6.5320,1.539869,5.90517,0.60210
6.5330,1.545776,5.90794,0.71210
6.5340,1.551687,5.91066,0.56613
6.5350,1.557600,5.91334,0.75207
6.5360,1.563516,5.91598,0.67377
6.5370,1.569435,5.91858,0.77714
6.5380,1.575356,5.92113,0.75853
6.5390,1.581280,5.92365,0.79856
6.5400,1.587206,5.92613,0.75079
6.5410,1.593134,5.92857,0.72938
6.5420,1.599065,5.93096,0.75352
6.5430,1.604999,5.93332,0.89830
6.5440,1.610934,5.93563,0.80630
6.5450,1.616872,5.93791,0.98202
6.5460,1.622812,5.94014,1.09878
6.5470,1.628755,5.94233,0.91076
6.5480,1.634699,5.94449,0.87061
6.5490,1.640646,5.94660,1.03369
6.5500,1.646595,5.94867,0.82151
6.5510,1.652545,5.95070,1.18022
6.5520,1.658498,5.95269,0.88972
6.5530,1.664453,5.95464,1.06654
6.5540,1.670409,5.95654,1.08182
6.5550,1.676368,5.95841,1.04469
6.5560,1.682328,5.96024,1.09488
6.5570,1.688290,5.96202,1.12448
6.5580,1.694254,5.96377,1.29192
6.5590,1.700219,5.96547,1.02424
6.5600,1.706186,5.96713,1.41422
6.5610,1.712155,5.96875,1.31143
6.5620,1.718125,5.97033,1.31014
6.5630,1.724097,5.97187,1.26607
6.5640,1.730070,5.97337,1.26092
6.5650,1.736045,5.97483,1.29900
6.5660,1.742022,5.97625,1.47491
6.5670,1.747999,5.97762,1.27974
6.5680,1.753978,5.97896,1.14631
6.5690,1.759958,5.98025,1.24335
6.5700,1.765940,5.98150,1.37487
6.5710,1.771923,5.98272,1.45768
6.5720,1.777906,5.98389,1.34744
6.5730,1.783891,5.98502,1.37750
6.5740,1.789878,5.98611,1.40848
6.5750,1.795865,5.98715,1.43568
6.5760,1.801853,5.98816,1.37716
6.5770,1.807842,5.98913,1.55842
6.5780,1.813832,5.99005,1.64600
6.5790,1.819823,5.99093,1.61125
6.5800,1.825815,5.99178,1.51525
6.5810,1.831807,5.99258,1.54921
6.5820,1.837801,5.99334,1.64108
6.5830,1.843795,5.99406,1.54930
6.5840,1.849790,5.99474,1.64716
6.5850,1.855785,5.99537,1.68616
6.5860,1.861781,5.99597,1.53904
6.5870,1.867777,5.99653,1.54988
6.5880,1.873774,5.99704,1.79018
6.5890,1.879772,5.99751,1.72456
6.5900,1.885770,5.99794,1.61120
6.5910,1.891768,5.99833,1.73166
6.5920,1.897767,5.99868,1.75595
6.5930,1.903766,5.99899,1.70818
6.5940,1.909765,5.99926,1.70969
6.5950,1.915765,5.99949,1.86287
6.5960,1.921764,5.99967,1.83463
6.5970,1.927764,5.99981,1.81855
6.5980,1.933764,5.99992,1.76771
6.5990,1.939764,5.99998,1.77300
6.6000,1.945764,6.00000,1.77230
6.6010,1.951764,5.99998,1.80711
6.6020,1.957764,5.99992,1.90189
6.6030,1.963764,5.99981,2.00365
6.6040,1.969763,5.99967,1.95745
6.6050,1.975763,5.99949,1.96478
6.6060,1.981762,5.99926,1.86792
6.6070,1.987761,5.99899,1.75488
6.6080,1.993760,5.99868,2.03136
6.6090,1.999758,5.99833,2.08224
6.6100,2.005756,5.99794,1.88714
6.6110,2.011754,5.99751,1.96185
6.6120,2.017751,5.99704,2.00226
6.6130,2.023747,5.99653,2.04374
6.6140,2.029743,5.99597,2.09057
6.6150,2.035739,5.99537,1.97119
6.6160,2.041733,5.99474,2.11786
6.6170,2.047727,5.99406,2.18929
6.6180,2.053721,5.99334,2.06518
6.6190,2.059713,5.99258,1.91292
6.6200,2.065705,5.99178,2.22107
6.6210,2.071696,5.99093,2.15379
6.6220,2.077686,5.99005,2.36586
6.6230,2.083675,5.98913,2.23227
6.6240,2.089663,5.98816,2.30521
6.6250,2.095650,5.98715,2.31290
6.6260,2.101637,5.98611,2.29056
6.6270,2.107622,5.98502,2.14976
6.6280,2.113605,5.98389,2.30056
6.6290,2.119588,5.98272,2.29881
6.6300,2.125570,5.98150,2.23030
6.6310,2.131550,5.98025,2.34763
6.6320,2.137529,5.97896,2.44986
6.6330,2.143507,5.97762,2.42969
6.6340,2.149483,5.97625,2.34036
6.6350,2.155458,5.97483,2.43681
6.6360,2.161431,5.97337,2.34982
6.6370,2.167403,5.97187,2.35872
6.6380,2.173373,5.97033,2.35310
6.6390,2.179342,5.96875,2.43645
6.6400,2.185309,5.96713,2.42781
6.6410,2.191275,5.96547,2.55517
6.6420,2.197238,5.96377,2.45896
6.6430,2.203200,5.96202,2.45082
6.6440,2.209161,5.96024,2.49986
6.6450,2.215119,5.95841,2.64878
6.6460,2.221075,5.95654,2.46822
6.6470,2.227030,5.95464,2.53986
6.6480,2.232983,5.95269,2.56216
6.6490,2.238934,5.95070,2.43164
6.6500,2.244882,5.94867,2.56742
6.6510,2.250829,5.94660,2.58186
6.6520,2.256773,5.94449,2.52978
6.6530,2.262716,5.94233,2.49241
6.6540,2.268656,5.94014,2.68512
6.6550,2.274594,5.93791,2.74940
6.6560,2.280529,5.93563,2.70742
6.6570,2.286463,5.93332,2.82779
6.6580,2.292394,5.93096,2.72697
6.6590,2.298322,5.92857,2.89941
6.6600,2.304248,5.92613,2.80649
6.6610,2.310172,5.92365,2.66256
6.6620,2.316093,5.92113,2.71075
6.6630,2.322012,5.91858,2.95843
6.6640,2.327928,5.91598,2.70684
6.6650,2.333841,5.91334,2.77455
6.6660,2.339752,5.91066,2.87701
6.6670,2.345660,5.90794,2.84428
6.6680,2.351565,5.90517,2.82679
6.6690,2.357467,5.90237,2.63571
6.6700,2.363367,5.89953,2.84902
6.6710,2.369263,5.89665,2.97548
6.6720,2.375157,5.89372,2.88131
6.6730,2.381048,5.89076,2.98766
6.6740,2.386935,5.88776,2.90586
6.6750,2.392820,5.88471,2.86432
6.6760,2.398702,5.88163,2.88996
6.6770,2.404580,5.87850,3.04115
6.6780,2.410456,5.87534,2.83280
6.6790,2.416328,5.87213,2.92533
6.6800,2.422197,5.86889,2.93967
6.6810,2.428062,5.86560,2.92557
6.6820,2.433925,5.86227,2.96700
6.6830,2.439783,5.85891,3.05372
6.6840,2.445639,5.85550,3.07141
6.6850,2.451491,5.85205,2.96644
6.6860,2.457340,5.84857,2.99826
6.6870,2.463185,5.84504,3.00690
6.6880,2.469026,5.84147,2.94064
6.6890,2.474864,5.83787,2.93335
6.6900,2.480698,5.83422,2.96636
6.6910,2.486529,5.83053,3.02326
6.6920,2.492356,5.82681,3.01635
6.6930,2.498179,5.82304,3.02472
6.6940,2.503998,5.81923,3.02689
6.6950,2.509813,5.81539,3.15595
6.6960,2.515625,5.81150,2.97474
6.6970,2.521432,5.80757,3.11267
6.6980,2.527236,5.80361,2.93934
6.6990,2.533035,5.79960,3.10441
6.7000,2.538831,5.79555,3.29630
6.7010,2.544622,5.79147,3.17815
6.7020,2.550410,5.78734,3.08547
6.7030,2.556193,5.78318,3.08423
6.7040,2.561972,5.77898,3.04906
6.7050,2.567747,5.77473,3.15064
6.7060,2.573517,5.77045,3.08446
6.7070,2.579283,5.76612,3.21061
6.7080,2.585045,5.76176,3.18725
6.7090,2.590802,5.75736,3.02244
6.7100,2.596555,5.75292,3.41158
6.7110,2.602304,5.74844,3.22819
6.7120,2.608048,5.74392,3.17361
6.7130,2.613787,5.73936,3.27746
6.7140,2.619522,5.73476,3.25962
6.7150,2.625252,5.73012,3.11523
6.7160,2.630977,5.72544,3.10319
6.7170,2.636698,5.72073,3.35599
6.7180,2.642414,5.71597,3.21076
6.7190,2.648125,5.71117,2.95620
6.7200,2.653832,5.70634,3.33651
6.7210,2.659533,5.70147,3.36168
6.7220,2.665230,5.69655,3.02827
6.7230,2.670921,5.69160,3.22712
6.7240,2.676608,5.68661,3.33245
6.7250,2.682289,5.68158,3.31661
6.7260,2.687966,5.67651,3.29286
6.7270,2.693637,5.67140,3.28315
6.7280,2.699304,5.66626,3.25764
6.7290,2.704965,5.66107,3.13388
6.7300,2.710620,5.65585,3.30113
6.7310,2.716271,5.65059,3.23962
6.7320,2.721916,5.64528,3.24473
6.7330,2.727556,5.63994,3.45136
6.7340,2.733191,5.63457,3.19927
6.7350,2.738820,5.62915,3.24331
6.7360,2.744444,5.62369,3.39489
6.7370,2.750062,5.61820,3.52537
6.7380,2.755675,5.61266,3.40833
6.7390,2.761282,5.60709,3.22873
6.7400,2.766883,5.60148,3.15539
6.7410,2.772479,5.59583,3.15983
6.7420,2.778069,5.59015,3.19058
6.7430,2.783654,5.58442,3.44838
6.7440,2.789232,5.57866,3.12548
6.7450,2.794805,5.57286,3.27673
6.7460,2.800372,5.56702,3.40912
6.7470,2.805933,5.56114,3.24258
6.7480,2.811488,5.55522,3.22274
6.7490,2.817038,5.54927,3.25015
6.7500,2.822581,5.54328,3.50064
6.7510,2.828118,5.53725,3.35221
6.7520,2.833649,5.53118,3.36068
6.7530,2.839174,5.52507,3.20473
6.7540,2.844693,5.51893,3.24124
6.7550,2.850206,5.51275,3.36588
6.7560,2.855713,5.50653,3.25820
6.7570,2.861213,5.50027,3.45707
6.7580,2.866707,5.49398,3.41647
6.7590,2.872195,5.48764,3.29426
6.7600,2.877676,5.48127,3.53302
6.7610,2.883151,5.47486,3.32295
6.7620,2.888619,5.46842,3.30004
6.7630,2.894081,5.46194,3.36468
6.7640,2.899536,5.45542,3.31268
6.7650,2.904985,5.44886,3.25247
6.7660,2.910428,5.44226,3.37797
6.7670,2.915863,5.43563,3.22250
6.7680,2.921292,5.42896,3.37205
6.7690,2.926714,5.42226,3.25523
6.7700,2.932130,5.41551,3.37762
6.7710,2.937539,5.40873,3.34295
6.7720,2.942941,5.40191,3.32896
6.7730,2.948336,5.39506,3.37368
6.7740,2.953724,5.38817,3.44183
6.7750,2.959105,5.38124,3.26637
6.7760,2.964479,5.37427,3.22662
6.7770,2.969847,5.36727,3.20250
6.7780,2.975207,5.36023,3.42284
6.7790,2.980560,5.35315,3.39479
6.7800,2.985906,5.34604,3.26648
6.7810,2.991245,5.33889,3.35921
6.7820,2.996577,5.33170,3.25707
6.7830,3.001901,5.32448,3.25757
6.7840,3.007218,5.31722,3.31357
6.7850,3.012528,5.30993,3.36913
6.7860,3.017831,5.30259,3.52227
6.7870,3.023126,5.29523,3.28475
6.7880,3.028414,5.28782,3.07416
6.7890,3.033694,5.28038,3.30683
6.7900,3.038967,5.27290,3.20081
6.7910,3.044233,5.26539,3.32873
6.7920,3.049490,5.25784,3.46512
6.7930,3.054741,5.25025,3.23512
6.7940,3.059983,5.24263,3.24223
6.7950,3.065218,5.23498,3.21607
6.7960,3.070446,5.22728,3.21935
6.7970,3.075665,5.21955,3.35472
6.7980,3.080877,5.21179,3.32788
6.7990,3.086081,5.20399,3.08484
6.8000,3.091277,5.19615,3.19626
6.8010,3.096465,5.18828,3.19482
6.8020,3.101646,5.18037,3.34132
6.8030,3.106818,5.17243,3.22452
6.8040,3.111983,5.16445,3.31756
6.8050,3.117139,5.15644,3.24780
6.8060,3.122287,5.14839,3.28188
6.8070,3.127428,5.14031,3.04518
6.8080,3.132560,5.13219,3.22573
6.8090,3.137684,5.12403,3.07253
6.8100,3.142800,5.11584,3.24246
6.8110,3.147907,5.10762,3.17246
6.8120,3.153007,5.09936,3.11673
6.8130,3.158098,5.09106,3.26496
6.8140,3.163181,5.08273,3.08124
6.8150,3.168255,5.07437,3.22685
6.8160,3.173321,5.06597,3.11923
6.8170,3.178378,5.05753,3.16611
6.8180,3.183427,5.04906,2.95468
6.8190,3.188468,5.04056,3.20921
6.8200,3.193500,5.03202,3.04193
6.8210,3.198523,5.02345,3.07625
6.8220,3.203538,5.01484,3.14922
6.8230,3.208545,5.00620,3.13587
6.8240,3.213542,4.99753,3.13065
6.8250,3.218531,4.98882,3.16337
6.8260,3.223511,4.98007,3.02113
6.8270,3.228482,4.97130,3.10894
6.8280,3.233445,4.96248,3.09355
6.8290,3.238398,4.95364,2.97077
6.8300,3.243343,4.94476,2.99115
6.8310,3.248279,4.93584,3.13361
6.8320,3.253206,4.92690,2.96085
6.8330,3.258124,4.91791,3.02508
6.8340,3.263033,4.90890,2.98387
6.8350,3.267933,4.89985,2.89280
6.8360,3.272823,4.89077,3.19775
6.8370,3.277705,4.88165,3.01805
6.8380,3.282577,4.87250,2.92734
6.8390,3.287441,4.86332,3.23181
6.8400,3.292295,4.85410,3.11169
6.8410,3.297140,4.84485,2.95705
6.8420,3.301975,4.83557,2.89475
6.8430,3.306802,4.82625,2.93011
6.8440,3.311618,4.81690,2.92197
6.8450,3.316426,4.80752,2.89914
6.8460,3.321224,4.79811,2.89169
6.8470,3.326013,4.78866,2.86049
6.8480,3.330792,4.77918,2.90193
6.8490,3.335562,4.76967,2.82731
6.8500,3.340322,4.76012,2.75547
6.8510,3.345072,4.75054,2.92607
6.8520,3.349813,4.74093,2.86338
6.8530,3.354544,4.73129,2.95783
6.8540,3.359266,4.72161,2.93982
6.8550,3.363978,4.71190,3.02516
6.8560,3.368680,4.70216,2.90305
6.8570,3.373373,4.69239,2.83728
6.8580,3.378055,4.68258,2.93715
6.8590,3.382728,4.67275,2.83385
6.8600,3.387391,4.66288,2.82452
6.8610,3.392044,4.65297,2.81981
6.8620,3.396687,4.64304,2.74739
6.8630,3.401320,4.63308,2.81753
6.8640,3.405943,4.62308,2.80095
6.8650,3.410556,4.61305,2.66930
6.8660,3.415159,4.60299,2.69598
6.8670,3.419752,4.59290,2.78815
6.8680,3.424335,4.58278,2.63951
6.8690,3.428907,4.57262,2.80779
6.8700,3.433470,4.56244,2.81427
6.8710,3.438022,4.55222,2.67593
6.8720,3.442564,4.54197,2.72610
6.8730,3.447096,4.53169,2.78990
6.8740,3.451617,4.52138,2.55637
6.8750,3.456128,4.51104,2.64027
6.8760,3.460629,4.50067,2.70764
6.8770,3.465119,4.49026,2.65569
6.8780,3.469599,4.47983,2.67762
6.8790,3.474068,4.46936,2.54071
6.8800,3.478527,4.45887,2.54774
6.8810,3.482975,4.44834,2.56891
6.8820,3.487413,4.43779,2.59959
6.8830,3.491840,4.42720,2.55414
6.8840,3.496257,4.41658,2.54862
6.8850,3.500663,4.40594,2.66381
6.8860,3.505058,4.39526,2.50071
6.8870,3.509443,4.38455,2.51853
6.8880,3.513816,4.37381,2.45211
6.8890,3.518179,4.36304,2.52086
6.8900,3.522532,4.35225,2.52354
6.8910,3.526873,4.34142,2.51108
6.8920,3.531204,4.33056,2.36289
6.8930,3.535523,4.31967,2.42210
6.8940,3.539832,4.30876,2.60961
6.8950,3.544130,4.29781,2.49777
6.8960,3.548417,4.28684,2.45081
6.8970,3.552693,4.27583,2.51782
6.8980,3.556957,4.26480,2.39504
6.8990,3.561211,4.25373,2.23495
6.9000,3.565454,4.24264,2.33443
6.9010,3.569685,4.23152,2.23839
6.9020,3.573906,4.22037,2.27986
6.9030,3.578115,4.20919,2.43809
6.9040,3.582313,4.19798,2.25680
6.9050,3.586500,4.18674,2.27456
6.9060,3.590675,4.17548,2.27359
6.9070,3.594839,4.16418,2.42981
6.9080,3.598992,4.15286,2.37042
6.9090,3.603134,4.14151,2.27794
6.9100,3.607264,4.13013,2.25886
6.9110,3.611382,4.11872,2.11225
6.9120,3.615490,4.10728,2.23153
6.9130,3.619586,4.09582,2.12694
6.9140,3.623670,4.08433,2.14169
6.9150,3.627743,4.07280,2.00333
6.9160,3.631804,4.06126,2.13611
6.9170,3.635854,4.04968,2.19203
6.9180,3.639892,4.03808,2.23052
6.9190,3.643918,4.02644,2.15115
6.9200,3.647933,4.01478,2.29076
6.9210,3.651936,4.00310,2.03749
6.9220,3.655927,3.99138,2.08983
6.9230,3.659907,3.97964,2.15558
6.9240,3.663875,3.96787,2.06392
6.9250,3.667831,3.95607,2.10498
6.9260,3.671775,3.94425,2.01412
6.9270,3.675708,3.93240,1.99752
6.9280,3.679628,3.92052,2.08732
6.9290,3.683537,3.90862,1.95239
6.9300,3.687433,3.89669,2.09109
6.9310,3.691318,3.88473,2.10046
6.9320,3.695191,3.87275,2.05663
6.9330,3.699052,3.86074,1.90484
6.9340,3.702900,3.84870,1.95468
6.9350,3.706737,3.83663,1.89005
6.9360,3.710562,3.82454,1.99930
6.9370,3.714374,3.81243,2.00581
6.9380,3.718174,3.80029,1.91119
6.9390,3.721962,3.78812,1.75862
6.9400,3.725738,3.77592,1.93953
6.9410,3.729502,3.76370,1.84569
6.9420,3.733253,3.75146,1.88573
6.9430,3.736993,3.73918,1.91877
6.9440,3.740720,3.72689,1.79057
6.9450,3.744434,3.71456,1.84257
6.9460,3.748136,3.70222,1.65247
6.9470,3.751826,3.68984,1.94979
6.9480,3.755504,3.67744,1.79577
6.9490,3.759169,3.66502,1.83274
6.9500,3.762821,3.65257,1.73978
6.9510,3.766461,3.64009,1.88978
6.9520,3.770089,3.62759,1.58617
6.9530,3.773704,3.61507,1.81944
6.9540,3.777306,3.60252,1.67827
6.9550,3.780896,3.58995,1.47433
6.9560,3.784474,3.57735,1.69391
6.9570,3.788038,3.56473,1.66173
6.9580,3.791591,3.55208,1.71750
6.9590,3.795130,3.53941,1.64078
6.9600,3.798657,3.52671,1.60534
6.9610,3.802171,3.51399,1.54152
6.9620,3.805672,3.50125,1.54902
6.9630,3.809160,3.48848,1.55150
6.9640,3.812636,3.47569,1.57107
6.9650,3.816099,3.46287,1.58666
6.9660,3.819549,3.45003,1.52662
6.9670,3.822986,3.43717,1.38788
6.9680,3.826410,3.42428,1.53503
6.9690,3.829822,3.41137,1.61165
6.9700,3.833220,3.39844,1.50164
6.9710,3.836606,3.38548,1.57758
6.9720,3.839978,3.37250,1.54566
6.9730,3.843338,3.35950,1.58710
6.9740,3.846684,3.34647,1.46349
6.9750,3.850018,3.33342,1.31290
6.9760,3.853338,3.32035,1.31500
6.9770,3.856645,3.30725,1.39791
6.9780,3.859939,3.29414,1.54314
6.9790,3.863220,3.28100,1.48116
6.9800,3.866488,3.26783,1.32519
6.9810,3.869743,3.25465,1.38651
6.9820,3.872984,3.24144,1.39755
6.9830,3.876213,3.22821,1.37453
6.9840,3.879427,3.21496,1.32586
6.9850,3.882629,3.20169,1.37392
6.9860,3.885818,3.18839,1.26877
6.9870,3.888993,3.17507,1.18976
6.9880,3.892154,3.16173,1.41206
6.9890,3.895303,3.14837,1.13267
6.9900,3.898438,3.13499,1.20118
6.9910,3.901559,3.12159,1.32105
6.9920,3.904667,3.10816,1.12301
6.9930,3.907762,3.09472,1.31292
6.9940,3.910843,3.08125,1.24219
6.9950,3.913911,3.06776,1.25569
6.9960,3.916965,3.05425,1.18819
6.9970,3.920006,3.04072,1.13365
6.9980,3.923033,3.02717,1.26000
6.9990,3.926047,3.01359,1.27075
7.0000,3.929047,3.00000,1.03430
7.0010,3.932033,2.98639,1.09185
7.0020,3.935006,2.97275,1.24755
7.0030,3.937965,2.95910,1.16633
7.0040,3.940911,2.94542,1.08741
7.0050,3.943842,2.93173,1.13662
7.0060,3.946760,2.91801,0.90675
7.0070,3.949665,2.90428,0.94909
7.0080,3.952555,2.89052,1.07261
7.0090,3.955432,2.87675,1.05750
7.0100,3.958295,2.86295,0.98768
7.0110,3.961144,2.84914,1.10257
7.0120,3.963979,2.83530,0.95726
7.0130,3.966801,2.82145,1.03686
7.0140,3.969608,2.80758,1.09100
7.0150,3.972402,2.79369,0.99055
7.0160,3.975182,2.77978,0.86249
7.0170,3.977948,2.76585,0.98611
7.0180,3.980699,2.75190,1.05081
7.0190,3.983437,2.73793,0.86367
7.0200,3.986161,2.72394,0.99000
7.0210,3.988871,2.70994,0.98906
7.0220,3.991567,2.69591,1.01783
7.0230,3.994249,2.68187,1.03279
7.0240,3.996917,2.66781,0.93634
7.0250,3.999571,2.65373,0.74347
7.0260,4.002210,2.63964,0.87618
7.0270,4.004836,2.62552,0.94754
7.0280,4.007447,2.61139,0.77373
7.0290,4.010044,2.59724,1.02196
7.0300,4.012627,2.58307,0.90699
7.0310,4.015196,2.56888,0.92155
7.0320,4.017751,2.55468,0.80956
7.0330,4.020291,2.54045,0.80699
7.0340,4.022818,2.52621,0.81463
7.0350,4.025330,2.51196,0.70011
7.0360,4.027827,2.49768,0.58526
7.0370,4.030311,2.48339,0.78669
7.0380,4.032780,2.46909,0.90930
7.0390,4.035235,2.45476,0.62072
7.0400,4.037675,2.44042,0.64585
7.0410,4.040101,2.42606,0.58825
7.0420,4.042513,2.41169,0.67986
7.0430,4.044910,2.39730,0.60722
